fid,Riproietta
"6825",0.73562
"6826",0.6662
"6827",0.34012
"6828",0.35777
"6829",0.44894
"6830",0.68924
"6831",0.68016
"6832",0.71691
"6833",0.69412
"6834",0.77061
"6835",0.76622
"6836",0.75423
"6837",0.70302
"6838",0.66872
"6839",0.73156
"6840",0.76054
"6841",0.75077
"6842",0.76502
"6843",0.77087
"6844",0.83333
"6845",0.84123
"6846",0.81595
"6847",0.78747
"6848",0.80068
"6849",0.74235
"6850",0.71006
"6851",0.83917
"6852",0.75752
"6853",0.76481
"6854",0.77136
"6855",0.72933
"6856",0.70916
"6857",0.71991
"6858",0.76401
"6859",0.77855
"6860",0.74492
"6861",0.73926
"6862",0.71236
"6863",0.72259
"6864",0.71274
"6865",0.61637
"6866",0.56937
"6867",0.55369
"6868",0.55381
"6869",0.5807
"6870",0.59846
"6871",0.62937
"6872",0.73459
"6873",0.71938
"6874",0.73646
"6875",0.7643
"6876",0.7467
"6877",0.74153
"6878",0.73328
"6879",0.708
"6880",0.72801
"6881",0.71719
"6882",0.71128
"6883",0.7699
"6884",0.76436
"6885",0.74747
"6886",0.70261
"6887",0.62846
"6888",0.5886
"6889",0.49909
"6890",0.49782
"6891",0.51433
"6892",0.56584
"6893",0.61006
"6894",0.59235
"6895",0.59108
"6896",0.54942
"6897",0.54086
"6898",0.42228
"6899",0.20952
"6900",0.10892
"6901",0.19377
"6902",0.42459
"6903",0.38966
"6904",0.52436
"6905",0.54013
"6906",0.55926
"6907",0.55109
"6908",0.56802
"6909",0.55805
"6910",0.55115
"6911",0.51995
"6912",0.60345
"6913",0.68802
"6914",0.72702
"6915",0.77192
"6916",0.77908
"6917",0.69127
"6918",0.68096
"6919",0.72399
"6920",0.7779
"6921",0.76222
"6922",0.76146
"6923",0.76882
"6924",0.79651
"6925",0.80275
"6926",0.77221
"6927",0.74805
"6928",0.79126
"6929",0.79616
"6930",0.83309
"6931",0.79357
"6932",0.82056
"6933",0.83541
"6934",0.8321
"6935",0.82151
"6936",0.8155
"6937",0.80958
"6938",0.78378
"6939",0.83618
"6940",0.81911
"6941",0.84232
"6942",0.8342
"6943",0.82895
"6944",0.8541
"6945",0.87258
"6946",0.76546
"6947",0.81596
"6948",0.79693
"6949",0.87134
"6950",0.84871
"6951",0.85128
"6952",0.86127
"6953",0.85623
"6954",0.827
"6955",0.77805
"6956",0.77149
"6957",0.75094
"6958",0.73311
"6959",0.65284
"6960",0.28114
"6961",0.32349
"6962",0.63513
"6963",0.69231
"6964",0.74844
"6965",0.68648
"6966",0.7618
"6967",0.77512
"6968",0.74294
"6969",0.70564
"6970",0.70564
"6971",0.68436
"6972",0.67142
"6973",0.68704
"6974",0.73372
"6975",0.69902
"6976",0.76265
"6977",0.8172
"6978",0.79402
"6979",0.83428
"6980",0.81753
"6981",0.74916
"6982",0.66482
"6983",0.73252
"6984",0.781
"6985",0.70515
"6986",0.73439
"6987",0.75809
"6988",0.76081
"6989",0.69599
"6990",0.70694
"6991",0.73478
"6992",0.76482
"6993",0.76081
"6994",0.73623
"6995",0.69843
"6996",0.69507
"6997",0.6023
"6998",0.58467
"6999",0.55614
"7000",0.52515
"7001",0.53574
"7002",0.5285
"7003",0.56348
"7004",0.68182
"7005",0.71507
"7006",0.75042
"7007",0.75747
"7008",0.72356
"7009",0.76398
"7010",0.77585
"7011",0.7569
"7012",0.76091
"7013",0.78565
"7014",0.7679
"7015",0.78659
"7016",0.79135
"7017",0.67021
"7018",0.58634
"7019",0.54366
"7020",0.51282
"7021",0.50319
"7022",0.48627
"7023",0.48595
"7024",0.50287
"7025",0.53038
"7026",0.54075
"7027",0.55861
"7028",0.56081
"7029",0.52786
"7030",0.50317
"7031",0.45137
"7032",0.27228
"7033",0.10311
"7034",0.17527
"7035",0.13663
"7036",0.32424
"7037",0.49481
"7038",0.58466
"7039",0.66718
"7040",0.76464
"7041",0.63824
"7042",0.62419
"7043",0.7086
"7044",0.7587
"7045",0.80583
"7046",0.79316
"7047",0.7997
"7048",0.79934
"7049",0.75763
"7050",0.74334
"7051",0.73604
"7052",0.79434
"7053",0.79004
"7054",0.79565
"7055",0.80159
"7056",0.80318
"7057",0.80362
"7058",0.78942
"7059",0.7659
"7060",0.80428
"7061",0.81418
"7062",0.81287
"7063",0.80177
"7064",0.79652
"7065",0.81325
"7066",0.81545
"7067",0.82012
"7068",0.81579
"7069",0.8704
"7070",0.84946
"7071",0.88298
"7072",0.84525
"7073",0.87278
"7074",0.87278
"7075",0.83459
"7076",0.80874
"7077",0.83882
"7078",0.74527
"7079",0.71871
"7080",0.83175
"7081",0.73992
"7082",0.86708
"7083",0.82146
"7084",0.84846
"7085",0.83571
"7086",0.83016
"7087",0.82603
"7088",0.77116
"7089",0.74812
"7090",0.78476
"7091",0.68548
"7092",0.6415
"7093",0.44898
"7094",0.28904
"7095",0.54839
"7096",0.68466
"7097",0.70476
"7098",0.65804
"7099",0.74357
"7100",0.7936
"7101",0.7199
"7102",0.70393
"7103",0.67022
"7104",0.66781
"7105",0.74435
"7106",0.67577
"7107",0.71847
"7108",0.80838
"7109",0.7893
"7110",0.77051
"7111",0.82423
"7112",0.82383
"7113",0.74338
"7114",0.67918
"7115",0.72569
"7116",0.74211
"7117",0.6759
"7118",0.6982
"7119",0.75297
"7120",0.76081
"7121",0.7428
"7122",0.74029
"7123",0.73686
"7124",0.71006
"7125",0.75729
"7126",0.71984
"7127",0.694
"7128",0.68833
"7129",0.58815
"7130",0.57522
"7131",0.58041
"7132",0.53461
"7133",0.50454
"7134",0.5182
"7135",0.53621
"7136",0.62709
"7137",0.67315
"7138",0.72559
"7139",0.74781
"7140",0.73731
"7141",0.74959
"7142",0.75676
"7143",0.76781
"7144",0.76725
"7145",0.75963
"7146",0.77293
"7147",0.76572
"7148",0.7246
"7149",0.58233
"7150",0.57112
"7151",0.50694
"7152",0.5595
"7153",0.55527
"7154",0.50212
"7155",0.53409
"7156",0.53574
"7157",0.51757
"7158",0.5518
"7159",0.60407
"7160",0.55891
"7161",0.53311
"7162",0.50332
"7163",0.51084
"7164",0.49665
"7165",0.29034
"7166",0.12431
"7167",0.13582
"7168",0.11608
"7169",0.23674
"7170",0.421
"7171",0.60193
"7172",0.71672
"7173",0.68384
"7174",0.60606
"7175",0.63146
"7176",0.69048
"7177",0.75738
"7178",0.78435
"7179",0.78435
"7180",0.80133
"7181",0.80389
"7182",0.79889
"7183",0.77291
"7184",0.77354
"7185",0.77358
"7186",0.77872
"7187",0.74121
"7188",0.80043
"7189",0.80012
"7190",0.83588
"7191",0.80265
"7192",0.79959
"7193",0.82035
"7194",0.79094
"7195",0.78356
"7196",0.81002
"7197",0.80441
"7198",0.82253
"7199",0.77678
"7200",0.81979
"7201",0.82917
"7202",0.81137
"7203",0.83474
"7204",0.85863
"7205",0.80952
"7206",0.81087
"7207",0.80412
"7208",0.79251
"7209",0.8045
"7210",0.77707
"7211",0.76
"7212",0.79934
"7213",0.77741
"7214",0.83907
"7215",0.77918
"7216",0.83541
"7217",0.81927
"7218",0.78975
"7219",0.80206
"7220",0.75306
"7221",0.75555
"7222",0.75734
"7223",0.72206
"7224",0.69718
"7225",0.57943
"7226",0.29254
"7227",0.54028
"7228",0.7198
"7229",0.75237
"7230",0.66501
"7231",0.74537
"7232",0.79911
"7233",0.75062
"7234",0.67527
"7235",0.63495
"7236",0.67151
"7237",0.68832
"7238",0.66809
"7239",0.73844
"7240",0.79346
"7241",0.79583
"7242",0.78389
"7243",0.77034
"7244",0.80897
"7245",0.71601
"7246",0.69874
"7247",0.72984
"7248",0.67725
"7249",0.72448
"7250",0.74639
"7251",0.75653
"7252",0.73097
"7253",0.74574
"7254",0.74364
"7255",0.74001
"7256",0.73837
"7257",0.78185
"7258",0.6878
"7259",0.70517
"7260",0.69433
"7261",0.58752
"7262",0.5663
"7263",0.56846
"7264",0.54125
"7265",0.5091
"7266",0.5335
"7267",0.55252
"7268",0.59677
"7269",0.6389
"7270",0.69253
"7271",0.66295
"7272",0.71814
"7273",0.77957
"7274",0.78036
"7275",0.74934
"7276",0.77336
"7277",0.72975
"7278",0.68294
"7279",0.64424
"7280",0.61
"7281",0.58966
"7282",0.5724
"7283",0.51774
"7284",0.51774
"7285",0.65497
"7286",0.61151
"7287",0.56415
"7288",0.65081
"7289",0.60651
"7290",0.5271
"7291",0.51716
"7292",0.54825
"7293",0.52423
"7294",0.54304
"7295",0.53021
"7296",0.51414
"7297",0.55009
"7298",0.533
"7299",0.30806
"7300",0.37232
"7301",0.18177
"7302",0.10358
"7303",0.18376
"7304",0.34987
"7305",0.52946
"7306",0.62456
"7307",0.75504
"7308",0.62561
"7309",0.66469
"7310",0.67906
"7311",0.72451
"7312",0.70358
"7313",0.76933
"7314",0.74354
"7315",0.74971
"7316",0.77118
"7317",0.81285
"7318",0.78712
"7319",0.78275
"7320",0.84169
"7321",0.81918
"7322",0.83242
"7323",0.82371
"7324",0.7885
"7325",0.78318
"7326",0.77926
"7327",0.79751
"7328",0.78363
"7329",0.81589
"7330",0.81595
"7331",0.79879
"7332",0.79706
"7333",0.77223
"7334",0.78122
"7335",0.79381
"7336",0.82121
"7337",0.8384
"7338",0.84526
"7339",0.81673
"7340",0.77332
"7341",0.79031
"7342",0.78844
"7343",0.81792
"7344",0.85563
"7345",0.84052
"7346",0.85469
"7347",0.77575
"7348",0.79639
"7349",0.83758
"7350",0.78296
"7351",0.78338
"7352",0.73333
"7353",0.68659
"7354",0.72366
"7355",0.73615
"7356",0.67459
"7357",0.63147
"7358",0.40027
"7359",0.40127
"7360",0.72485
"7361",0.68394
"7362",0.72473
"7363",0.76203
"7364",0.69856
"7365",0.73054
"7366",0.69027
"7367",0.71979
"7368",0.67048
"7369",0.64166
"7370",0.65086
"7371",0.70743
"7372",0.76687
"7373",0.80153
"7374",0.79799
"7375",0.82136
"7376",0.79129
"7377",0.71541
"7378",0.68794
"7379",0.67556
"7380",0.6744
"7381",0.76015
"7382",0.76414
"7383",0.75883
"7384",0.74795
"7385",0.77736
"7386",0.78087
"7387",0.77515
"7388",0.78821
"7389",0.79396
"7390",0.75473
"7391",0.7364
"7392",0.7549
"7393",0.58401
"7394",0.58486
"7395",0.54951
"7396",0.55212
"7397",0.54195
"7398",0.51444
"7399",0.50958
"7400",0.53064
"7401",0.52557
"7402",0.54039
"7403",0.49298
"7404",0.55548
"7405",0.64589
"7406",0.73442
"7407",0.75352
"7408",0.75763
"7409",0.71733
"7410",0.64353
"7411",0.58415
"7412",0.55418
"7413",0.54139
"7414",0.56193
"7415",0.53913
"7416",0.56852
"7417",0.5904
"7418",0.56255
"7419",0.57591
"7420",0.67194
"7421",0.63822
"7422",0.58729
"7423",0.53899
"7424",0.52793
"7425",0.5297
"7426",0.55443
"7427",0.57282
"7428",0.53978
"7429",0.58569
"7430",0.67509
"7431",0.54379
"7432",0.51358
"7433",0.40331
"7434",0.22914
"7435",0.11287
"7436",0.11896
"7437",0.23742
"7438",0.41443
"7439",0.58954
"7440",0.61494
"7441",0.67913
"7442",0.65948
"7443",0.65932
"7444",0.63126
"7445",0.74754
"7446",0.74748
"7447",0.79642
"7448",0.76357
"7449",0.80355
"7450",0.78508
"7451",0.78956
"7452",0.78686
"7453",0.77537
"7454",0.81682
"7455",0.8304
"7456",0.73541
"7457",0.74898
"7458",0.76654
"7459",0.77005
"7460",0.76496
"7461",0.79226
"7462",0.82434
"7463",0.82915
"7464",0.79916
"7465",0.80751
"7466",0.78552
"7467",0.79338
"7468",0.84263
"7469",0.84198
"7470",0.81013
"7471",0.78688
"7472",0.7639
"7473",0.79876
"7474",0.79987
"7475",0.81541
"7476",0.81538
"7477",0.81964
"7478",0.82967
"7479",0.77845
"7480",0.76649
"7481",0.82891
"7482",0.76828
"7483",0.73348
"7484",0.76347
"7485",0.74822
"7486",0.76073
"7487",0.74407
"7488",0.67108
"7489",0.70462
"7490",0.53345
"7491",0.3549
"7492",0.59601
"7493",0.65722
"7494",0.71518
"7495",0.7739
"7496",0.75067
"7497",0.7007
"7498",0.67815
"7499",0.7335
"7500",0.72148
"7501",0.67291
"7502",0.71787
"7503",0.73987
"7504",0.77803
"7505",0.81807
"7506",0.78085
"7507",0.83194
"7508",0.77148
"7509",0.71569
"7510",0.69549
"7511",0.73212
"7512",0.70569
"7513",0.73452
"7514",0.76719
"7515",0.76246
"7516",0.77074
"7517",0.77448
"7518",0.80192
"7519",0.78851
"7520",0.79084
"7521",0.76742
"7522",0.73904
"7523",0.71196
"7524",0.79672
"7525",0.53275
"7526",0.55638
"7527",0.53345
"7528",0.55346
"7529",0.55857
"7530",0.52029
"7531",0.47848
"7532",0.51385
"7533",0.50608
"7534",0.50545
"7535",0.43466
"7536",0.47999
"7537",0.54763
"7538",0.62986
"7539",0.67293
"7540",0.66024
"7541",0.58158
"7542",0.55105
"7543",0.55705
"7544",0.55231
"7545",0.55074
"7546",0.54865
"7547",0.54468
"7548",0.5616
"7549",0.52179
"7550",0.52921
"7551",0.53708
"7552",0.70492
"7553",0.74061
"7554",0.67289
"7555",0.52037
"7556",0.50285
"7557",0.51053
"7558",0.55556
"7559",0.62127
"7560",0.57628
"7561",0.60911
"7562",0.70602
"7563",0.61135
"7564",0.56239
"7565",0.59177
"7566",0.47939
"7567",0.29596
"7568",0.11542
"7569",0.13107
"7570",0.20265
"7571",0.32812
"7572",0.48074
"7573",0.6689
"7574",0.74141
"7575",0.65159
"7576",0.56789
"7577",0.78571
"7578",0.79009
"7579",0.7168
"7580",0.72926
"7581",0.78222
"7582",0.78184
"7583",0.79135
"7584",0.77741
"7585",0.76948
"7586",0.78018
"7587",0.78544
"7588",0.72358
"7589",0.74885
"7590",0.70925
"7591",0.74666
"7592",0.75171
"7593",0.77318
"7594",0.80994
"7595",0.81375
"7596",0.81072
"7597",0.8021
"7598",0.81481
"7599",0.80449
"7600",0.81237
"7601",0.82687
"7602",0.82317
"7603",0.78701
"7604",0.81818
"7605",0.83404
"7606",0.80981
"7607",0.81982
"7608",0.76728
"7609",0.80361
"7610",0.81128
"7611",0.79667
"7612",0.82297
"7613",0.80959
"7614",0.75351
"7615",0.71585
"7616",0.79074
"7617",0.75448
"7618",0.78069
"7619",0.78995
"7620",0.66762
"7621",0.74459
"7622",0.62531
"7623",0.27979
"7624",0.54904
"7625",0.73531
"7626",0.67756
"7627",0.77579
"7628",0.7731
"7629",0.70742
"7630",0.63029
"7631",0.66347
"7632",0.75128
"7633",0.7351
"7634",0.72471
"7635",0.80213
"7636",0.78182
"7637",0.8022
"7638",0.82702
"7639",0.84262
"7640",0.76793
"7641",0.72793
"7642",0.79142
"7643",0.73895
"7644",0.72161
"7645",0.72638
"7646",0.75718
"7647",0.74124
"7648",0.7632
"7649",0.78179
"7650",0.85047
"7651",0.78976
"7652",0.78195
"7653",0.8159
"7654",0.7812
"7655",0.73259
"7656",0.76794
"7657",0.53234
"7658",0.5558
"7659",0.53382
"7660",0.54263
"7661",0.54989
"7662",0.52527
"7663",0.48119
"7664",0.47974
"7665",0.46805
"7666",0.45211
"7667",0.45535
"7668",0.47974
"7669",0.48095
"7670",0.51183
"7671",0.52848
"7672",0.49187
"7673",0.47033
"7674",0.5178
"7675",0.55441
"7676",0.53183
"7677",0.52206
"7678",0.54853
"7679",0.53368
"7680",0.53546
"7681",0.52877
"7682",0.51997
"7683",0.53667
"7684",0.57486
"7685",0.67343
"7686",0.75431
"7687",0.62458
"7688",0.6598
"7689",0.53811
"7690",0.54316
"7691",0.65292
"7692",0.59339
"7693",0.53246
"7694",0.6639
"7695",0.5881
"7696",0.61535
"7697",0.58365
"7698",0.56784
"7699",0.48578
"7700",0.3809
"7701",0.32278
"7702",0.14354
"7703",0.16311
"7704",0.23326
"7705",0.4497
"7706",0.67613
"7707",0.65974
"7708",0.63545
"7709",0.83686
"7710",0.78953
"7711",0.72466
"7712",0.72287
"7713",0.73492
"7714",0.76311
"7715",0.76538
"7716",0.756
"7717",0.78308
"7718",0.75934
"7719",0.74452
"7720",0.78947
"7721",0.82435
"7722",0.70094
"7723",0.71859
"7724",0.6778
"7725",0.72383
"7726",0.77787
"7727",0.75535
"7728",0.77593
"7729",0.78526
"7730",0.78688
"7731",0.81487
"7732",0.81941
"7733",0.8006
"7734",0.8331
"7735",0.81679
"7736",0.80832
"7737",0.8
"7738",0.80856
"7739",0.81341
"7740",0.80257
"7741",0.81572
"7742",0.82955
"7743",0.77205
"7744",0.77688
"7745",0.80804
"7746",0.82318
"7747",0.7636
"7748",0.75076
"7749",0.68435
"7750",0.7455
"7751",0.79798
"7752",0.70749
"7753",0.77259
"7754",0.56602
"7755",0.36237
"7756",0.45099
"7757",0.71051
"7758",0.70986
"7759",0.71638
"7760",0.64341
"7761",0.74449
"7762",0.66167
"7763",0.64787
"7764",0.74863
"7765",0.70497
"7766",0.72471
"7767",0.76285
"7768",0.76477
"7769",0.81697
"7770",0.82736
"7771",0.8258
"7772",0.75221
"7773",0.70779
"7774",0.74933
"7775",0.74396
"7776",0.75337
"7777",0.73842
"7778",0.74496
"7779",0.74396
"7780",0.77058
"7781",0.79751
"7782",0.82489
"7783",0.82071
"7784",0.75997
"7785",0.7604
"7786",0.77611
"7787",0.7732
"7788",0.72441
"7789",0.55265
"7790",0.54818
"7791",0.53226
"7792",0.54263
"7793",0.55829
"7794",0.54377
"7795",0.51504
"7796",0.47754
"7797",0.4641
"7798",0.4681
"7799",0.46065
"7800",0.44468
"7801",0.43162
"7802",0.44428
"7803",0.43958
"7804",0.47861
"7805",0.51835
"7806",0.54098
"7807",0.5264
"7808",0.52051
"7809",0.53923
"7810",0.55159
"7811",0.50087
"7812",0.52215
"7813",0.48865
"7814",0.47805
"7815",0.50803
"7816",0.5371
"7817",0.55681
"7818",0.67343
"7819",0.69626
"7820",0.56338
"7821",0.52802
"7822",0.53085
"7823",0.59036
"7824",0.60445
"7825",0.58467
"7826",0.66569
"7827",0.60906
"7828",0.62757
"7829",0.58698
"7830",0.61232
"7831",0.5879
"7832",0.65615
"7833",0.53536
"7834",0.50125
"7835",0.2426
"7836",0.1776
"7837",0.20483
"7838",0.3907
"7839",0.5463
"7840",0.76014
"7841",0.81019
"7842",0.73239
"7843",0.75114
"7844",0.71854
"7845",0.69982
"7846",0.75524
"7847",0.75401
"7848",0.73228
"7849",0.75723
"7850",0.73596
"7851",0.69378
"7852",0.72452
"7853",0.77564
"7854",0.74359
"7855",0.68659
"7856",0.62989
"7857",0.65434
"7858",0.70426
"7859",0.71851
"7860",0.75477
"7861",0.77742
"7862",0.77476
"7863",0.78639
"7864",0.78864
"7865",0.81382
"7866",0.83457
"7867",0.84809
"7868",0.79888
"7869",0.77595
"7870",0.79033
"7871",0.7906
"7872",0.79222
"7873",0.78359
"7874",0.83316
"7875",0.79007
"7876",0.78309
"7877",0.78741
"7878",0.83564
"7879",0.79441
"7880",0.75211
"7881",0.71614
"7882",0.72308
"7883",0.72852
"7884",0.76283
"7885",0.73183
"7886",0.6973
"7887",0.40297
"7888",0.30867
"7889",0.68525
"7890",0.68382
"7891",0.73407
"7892",0.69799
"7893",0.76132
"7894",0.73435
"7895",0.70816
"7896",0.69841
"7897",0.69737
"7898",0.68601
"7899",0.79007
"7900",0.79832
"7901",0.83333
"7902",0.82153
"7903",0.82424
"7904",0.85692
"7905",0.72251
"7906",0.72724
"7907",0.72374
"7908",0.75839
"7909",0.71292
"7910",0.74154
"7911",0.77807
"7912",0.80136
"7913",0.80586
"7914",0.78644
"7915",0.79411
"7916",0.77327
"7917",0.7527
"7918",0.77896
"7919",0.76948
"7920",0.69989
"7921",0.54248
"7922",0.52594
"7923",0.5098
"7924",0.54192
"7925",0.53351
"7926",0.5033
"7927",0.49439
"7928",0.49014
"7929",0.45329
"7930",0.45177
"7931",0.41801
"7932",0.41007
"7933",0.40291
"7934",0.41618
"7935",0.45073
"7936",0.49052
"7937",0.52241
"7938",0.542
"7939",0.53622
"7940",0.53632
"7941",0.5569
"7942",0.54328
"7943",0.51624
"7944",0.5087
"7945",0.48865
"7946",0.50375
"7947",0.51527
"7948",0.51606
"7949",0.49857
"7950",0.54771
"7951",0.5729
"7952",0.5498
"7953",0.54657
"7954",0.48994
"7955",0.53551
"7956",0.56539
"7957",0.58995
"7958",0.66498
"7959",0.60525
"7960",0.57875
"7961",0.5826
"7962",0.59107
"7963",0.62413
"7964",0.68782
"7965",0.67829
"7966",0.54346
"7967",0.42699
"7968",0.42766
"7969",0.18197
"7970",0.11736
"7971",0.24378
"7972",0.51713
"7973",0.72889
"7974",0.70785
"7975",0.74031
"7976",0.7244
"7977",0.76027
"7978",0.72372
"7979",0.74883
"7980",0.76268
"7981",0.78947
"7982",0.73396
"7983",0.70078
"7984",0.70625
"7985",0.72798
"7986",0.68226
"7987",0.65629
"7988",0.59164
"7989",0.60804
"7990",0.63007
"7991",0.65661
"7992",0.66744
"7993",0.71735
"7994",0.77856
"7995",0.73523
"7996",0.73957
"7997",0.80463
"7998",0.81643
"7999",0.84624
"8000",0.79707
"8001",0.77515
"8002",0.75094
"8003",0.76923
"8004",0.79965
"8005",0.81149
"8006",0.79245
"8007",0.78947
"8008",0.78283
"8009",0.79791
"8010",0.8527
"8011",0.80112
"8012",0.74444
"8013",0.72576
"8014",0.77253
"8015",0.75344
"8016",0.78768
"8017",0.71821
"8018",0.67857
"8019",0.43063
"8020",0.33804
"8021",0.63992
"8022",0.67976
"8023",0.68635
"8024",0.6882
"8025",0.71831
"8026",0.71382
"8027",0.73468
"8028",0.69444
"8029",0.73794
"8030",0.71969
"8031",0.78703
"8032",0.77104
"8033",0.83853
"8034",0.84148
"8035",0.81769
"8036",0.82376
"8037",0.69492
"8038",0.78028
"8039",0.73869
"8040",0.8322
"8041",0.74574
"8042",0.76345
"8043",0.80968
"8044",0.83135
"8045",0.79107
"8046",0.76211
"8047",0.76565
"8048",0.74351
"8049",0.70605
"8050",0.70278
"8051",0.73436
"8052",0.75499
"8053",0.50791
"8054",0.50088
"8055",0.50558
"8056",0.51652
"8057",0.50572
"8058",0.49566
"8059",0.50979
"8060",0.49486
"8061",0.46037
"8062",0.42633
"8063",0.41027
"8064",0.41045
"8065",0.41433
"8066",0.42969
"8067",0.46829
"8068",0.48455
"8069",0.51651
"8070",0.53083
"8071",0.52762
"8072",0.53475
"8073",0.52352
"8074",0.52377
"8075",0.51523
"8076",0.52348
"8077",0.5015
"8078",0.53722
"8079",0.52609
"8080",0.52021
"8081",0.51662
"8082",0.50845
"8083",0.50732
"8084",0.53786
"8085",0.52986
"8086",0.47602
"8087",0.47944
"8088",0.4869
"8089",0.51676
"8090",0.52298
"8091",0.54524
"8092",0.58609
"8093",0.58738
"8094",0.58852
"8095",0.60313
"8096",0.70701
"8097",0.63628
"8098",0.50239
"8099",0.5241
"8100",0.56465
"8101",0.46628
"8102",0.22881
"8103",0.12853
"8104",0.21779
"8105",0.48894
"8106",0.3512
"8107",0.61837
"8108",0.75581
"8109",0.75505
"8110",0.7153
"8111",0.7618
"8112",0.74007
"8113",0.77997
"8114",0.77831
"8115",0.73576
"8116",0.74524
"8117",0.65367
"8118",0.59786
"8119",0.59495
"8120",0.44336
"8121",0.51192
"8122",0.60872
"8123",0.67128
"8124",0.63907
"8125",0.68581
"8126",0.71649
"8127",0.66065
"8128",0.7251
"8129",0.79706
"8130",0.80867
"8131",0.82
"8132",0.7784
"8133",0.7615
"8134",0.75
"8135",0.74017
"8136",0.79259
"8137",0.84186
"8138",0.82841
"8139",0.85032
"8140",0.80418
"8141",0.79114
"8142",0.82182
"8143",0.77243
"8144",0.72151
"8145",0.75896
"8146",0.7851
"8147",0.81634
"8148",0.73572
"8149",0.73077
"8150",0.67232
"8151",0.56865
"8152",0.26306
"8153",0.54951
"8154",0.64752
"8155",0.62552
"8156",0.67445
"8157",0.73494
"8158",0.67337
"8159",0.68627
"8160",0.71341
"8161",0.70692
"8162",0.77077
"8163",0.81261
"8164",0.81897
"8165",0.79153
"8166",0.80997
"8167",0.80319
"8168",0.80306
"8169",0.7622
"8170",0.8123
"8171",0.76398
"8172",0.80339
"8173",0.74981
"8174",0.77871
"8175",0.80517
"8176",0.83917
"8177",0.77752
"8178",0.77032
"8179",0.73639
"8180",0.67916
"8181",0.71331
"8182",0.70472
"8183",0.72653
"8184",0.67479
"8185",0.47999
"8186",0.48738
"8187",0.50815
"8188",0.50453
"8189",0.49981
"8190",0.50305
"8191",0.51302
"8192",0.48346
"8193",0.44305
"8194",0.44928
"8195",0.42441
"8196",0.42047
"8197",0.41319
"8198",0.40927
"8199",0.44945
"8200",0.47261
"8201",0.50058
"8202",0.49743
"8203",0.49841
"8204",0.49352
"8205",0.49918
"8206",0.52308
"8207",0.51924
"8208",0.52473
"8209",0.52141
"8210",0.51038
"8211",0.4975
"8212",0.50216
"8213",0.52264
"8214",0.51663
"8215",0.51441
"8216",0.53629
"8217",0.49497
"8218",0.50123
"8219",0.61618
"8220",0.53354
"8221",0.53101
"8222",0.52457
"8223",0.54849
"8224",0.58933
"8225",0.55168
"8226",0.5355
"8227",0.6054
"8228",0.69175
"8229",0.59668
"8230",0.68805
"8231",0.58887
"8232",0.58319
"8233",0.59045
"8234",0.47925
"8235",0.2672
"8236",0.12887
"8237",0.16606
"8238",0.15709
"8239",0.34173
"8240",0.58717
"8241",0.74047
"8242",0.71543
"8243",0.70814
"8244",0.70868
"8245",0.74767
"8246",0.71608
"8247",0.70669
"8248",0.69085
"8249",0.39977
"8250",0.26175
"8251",0.32333
"8252",0.11628
"8253",0.17174
"8254",0.34467
"8255",0.58312
"8256",0.58017
"8257",0.65471
"8258",0.65362
"8259",0.65208
"8260",0.70167
"8261",0.73516
"8262",0.76904
"8263",0.80569
"8264",0.76233
"8265",0.75152
"8266",0.7825
"8267",0.7574
"8268",0.78792
"8269",0.80896
"8270",0.82051
"8271",0.85981
"8272",0.80613
"8273",0.81285
"8274",0.79436
"8275",0.76646
"8276",0.78104
"8277",0.81449
"8278",0.75194
"8279",0.80373
"8280",0.71204
"8281",0.74499
"8282",0.72364
"8283",0.59296
"8284",0.29412
"8285",0.47414
"8286",0.65527
"8287",0.6805
"8288",0.68986
"8289",0.71483
"8290",0.69238
"8291",0.7135
"8292",0.73013
"8293",0.71002
"8294",0.77298
"8295",0.78371
"8296",0.82603
"8297",0.77036
"8298",0.76477
"8299",0.76712
"8300",0.81051
"8301",0.77128
"8302",0.77721
"8303",0.7889
"8304",0.76346
"8305",0.7416
"8306",0.75547
"8307",0.77158
"8308",0.80274
"8309",0.76147
"8310",0.77013
"8311",0.78797
"8312",0.74286
"8313",0.70495
"8314",0.74549
"8315",0.75974
"8316",0.71115
"8317",0.46961
"8318",0.48657
"8319",0.47994
"8320",0.47777
"8321",0.46839
"8322",0.49368
"8323",0.49187
"8324",0.46853
"8325",0.42162
"8326",0.42653
"8327",0.43925
"8328",0.44164
"8329",0.44632
"8330",0.43529
"8331",0.46044
"8332",0.48499
"8333",0.4846
"8334",0.47294
"8335",0.48223
"8336",0.4849
"8337",0.51347
"8338",0.52547
"8339",0.5285
"8340",0.54028
"8341",0.51663
"8342",0.49238
"8343",0.5062
"8344",0.49148
"8345",0.51167
"8346",0.50615
"8347",0.48749
"8348",0.51323
"8349",0.49365
"8350",0.50604
"8351",0.61088
"8352",0.59005
"8353",0.5338
"8354",0.5536
"8355",0.56068
"8356",0.50943
"8357",0.51133
"8358",0.50097
"8359",0.5271
"8360",0.57603
"8361",0.61725
"8362",0.69334
"8363",0.59685
"8364",0.51698
"8365",0.51129
"8366",0.52215
"8367",0.46805
"8368",0.31401
"8369",0.1559
"8370",0.23095
"8371",0.13447
"8372",0.31697
"8373",0.64765
"8374",0.76148
"8375",0.76398
"8376",0.77919
"8377",0.70154
"8378",0.65279
"8379",0.67637
"8380",0.56757
